K09V25U    18.50    0.15     1.12  0.056  -1.20   0  15   0  1.67985  1.28538  35.80011  55229.3866
K10CO0L    18.30    0.15     1.26  0.053  -1.20   0  15   0  1.68731  1.29475  35.61853  55229.3932
  12009    15.10    0.15     2.65  0.229   1.30   0  15   8  2.04739  1.71464  28.67263  55229.6553
  O9230    18.00    0.15     0.71  0.223  -1.20   0   5   0  1.57823  1.16312  38.52734  55229.7169
  O8298    16.20    0.15     3.37  0.052   0.99   0  16  14  2.21113  1.91186  26.40786  55229.7934
  c0198    16.40    0.15     1.49  0.219  -1.20   0  34   0  1.61401  1.27685  37.64537  55229.8815
  e0684    16.50    0.15     3.81  0.031   1.07   0  25  25  1.71949  1.33201  34.85531  55230.0484
K10CO3A    17.80    0.15     2.12  0.030  -1.20   0   4   0  2.37614  2.08617  24.42915  55230.1173
  09969    15.80    0.15     1.78  0.268   1.30   0  19  10  1.56006  1.22746  39.17958  55230.4218
K10CK2C    17.10    0.15     2.27  0.050  -1.20   0  15   0  2.20512  1.89170  26.45621  55230.5807
K10CK3C    18.50    0.15     1.48  0.032  -1.20   0   8   0  2.02686  1.68948  28.99133  55230.8451
K10CO7Q    15.50    0.15     3.55  0.088  -1.20   0   4   0  2.49975  2.31512  23.21780  55230.9431
  01750    13.15    0.15     4.45  0.491   1.00   0  16  16  1.72988  1.33976  34.60233  55231.1112
K10CO7N    18.50    0.15     1.38  0.037  -1.20   0   2   0  1.95372  1.70286  30.29459  55231.1379
K10CK5V    16.80    0.15     2.48  0.055  -1.20   0  11   0  2.38467  2.09550  24.34309  55231.3795
K10CK6D    17.10    0.15     1.80  0.079  -1.20   0   4   0  2.20379  1.88702  26.46852  55231.5055
K10CK7K    16.90    0.15     3.52  0.025  -1.20   0   6   0  2.77971  2.51692  20.69911  55231.6421
  a3237    16.40    0.15     1.46  0.227  -1.20   0   5   0  1.98467  1.64004  29.67354  55232.1721
  A2997    15.00    0.15     2.72  0.239   1.20   0  16  16  1.82763  1.45571  32.52091  55232.6966
K10CL1H    16.50    0.15     2.80  0.057  -1.20   0   7   0  2.55963  2.28115  22.57794  55232.7016
  51075    14.80    0.15     3.35  0.190   0.90   0  16  16  1.83614  1.46988  32.36367  55232.8269
K10C05Y    16.50    0.15     2.79  0.057   1.78   0  13   7  2.03021  1.69192  28.94728  55232.9618
  24495    14.90    0.15     2.83  0.241  -1.20   0   9   0  2.49995  2.21085  23.13551  55232.9632
  79611    15.40    0.15     2.19  0.256  -1.20   0   6   0  2.33987  2.03402  24.82046  55233.3612
  06523    15.00    0.15     7.33  0.033   1.13   0   9   8  3.47841  3.25925  16.42071  55233.3653
  07304    13.80    0.15     7.20  0.103   1.18   0  10   6  3.49200  3.26406  16.34160  55233.7559
  i4657    17.80    0.15     0.71  0.266  -1.20   0   6   0  1.50412  1.04953  40.77930  55234.2858
  a4067    16.20    0.15     4.12  0.034   0.97   0  16  15  2.09226  1.75994  28.01342  55234.4166
K10CM0W    16.50    0.15     2.96  0.051  -1.20   0   5   0  2.57396  2.29363  22.44902  55234.9487
  N9390    16.50    0.15     2.92  0.052  -1.20   0   9   0  2.41804  2.18946  24.07053  55235.1805
K10CM4R    17.10    0.15     1.92  0.069  -1.20   0  11   0  2.16281  1.90935  27.13363  55235.7069
K10CM4V    19.20    0.15     0.89  0.046  -1.20   0   5   0  1.69197  1.28814  35.50351  55235.7382
  30856    14.00    0.15     3.75  0.315   1.09   0  18  16  2.00081  1.72652  29.54177  55235.9687
K10CM5W    17.10    0.15     2.55  0.039  -1.20  18   0   0  1.75228  1.36935  36.18268  55235.9754
K10CM5W    17.10    0.15     2.57  0.039  -1.20   0   4   0  1.75228  1.36935  36.18268  55235.9754
  24643    13.80    0.15     3.64  0.403   0.89   0  15  13  2.35428  2.05387  24.68190  55236.0035
