time,flux,err,mask,centroid_y,psf_width_y
5.991454924016644509e+04,9.976250829703277034e-01,2.911897308428694790e-04,0.000000000000000000e+00,2.522944140133658308e+01,1.177778625270829771e+00
5.991454935982880124e+04,9.973400393615252657e-01,2.911253399619310447e-04,0.000000000000000000e+00,2.521903375703833206e+01,1.184327008924340729e+00
5.991454947949116467e+04,9.979019004884066568e-01,2.911617388689992001e-04,0.000000000000000000e+00,2.522238768267972731e+01,1.189653131573012113e+00
5.991454959915352811e+04,9.966961723999862022e-01,2.910945768137844416e-04,0.000000000000000000e+00,2.522773274615006045e+01,1.180144040339005329e+00
5.991454971881587699e+04,9.971047986740816382e-01,2.911165905240472597e-04,0.000000000000000000e+00,2.521494360751529840e+01,1.181504814082500410e+00
5.991454983847824042e+04,9.974258075167466986e-01,2.911169953023123110e-04,0.000000000000000000e+00,2.522593447934488609e+01,1.180264612706762861e+00
5.991454995814060385e+04,9.970279580591806523e-01,2.911053190062040468e-04,0.000000000000000000e+00,2.522360313941549848e+01,1.173574629572475825e+00
5.991455007780296000e+04,9.979881787887890932e-01,2.912077590440606567e-04,0.000000000000000000e+00,2.522891161836362173e+01,1.189410785286060035e+00
5.991455019746532344e+04,9.976924858997471279e-01,2.911506853086833933e-04,0.000000000000000000e+00,2.523597209492290716e+01,1.188206400522155093e+00
5.991455031712767959e+04,9.976169844158941924e-01,2.911720762831537541e-04,0.000000000000000000e+00,2.523180572230378971e+01,1.195553987710183952e+00
5.991455043679003575e+04,9.977811873896451633e-01,2.911670943968142035e-04,0.000000000000000000e+00,2.522425607355791755e+01,1.183978517128523977e+00
5.991455055645239918e+04,9.976748221235416381e-01,2.911892326542355239e-04,0.000000000000000000e+00,2.523430305609777946e+01,1.181044038829305531e+00
5.991455067611475533e+04,9.979539990629908708e-01,2.912283715987904593e-04,0.000000000000000000e+00,2.522386780185585309e+01,1.182789392476663259e+00
5.991455079577711876e+04,9.979854367585477837e-01,2.911809191314064429e-04,0.000000000000000000e+00,2.522485497423447853e+01,1.178751498955154409e+00
5.991455091543947492e+04,9.976269322465370903e-01,2.911561965204464975e-04,0.000000000000000000e+00,2.522020662217407860e+01,1.188480692131947514e+00
5.991455103510183108e+04,9.980659759258670993e-01,2.912299595750611741e-04,0.000000000000000000e+00,2.523100255958200222e+01,1.190852531111061818e+00
