planet,transit,bjd_tdb_minus_2450000,agol2021_bjd_tdb_minus_2450000,difference_days,uncertainty_days
1.0,2508.0,11046.82193386992,11046.826332270586,-0.004487025068101502,0.000363269439003214
1.0,2509.0,11048.333349008082,11048.337205997961,-0.003950017025999841,0.0003513070458267833
1.0,2510.0,11049.84413188224,11049.848079725336,-0.004046947529332101,0.00035625611784084743
1.0,2511.0,11051.354787313756,11051.358953452711,-0.004270180068942864,0.0003645259539794441
1.0,2512.0,11052.865735486783,11052.869827180086,-0.0041891925116033235,0.0003615057530291432
1.0,2513.0,11054.37658523775,11054.380700907463,-0.004208368783110927,0.0003597742211327117
1.0,2514.0,11055.887295070359,11055.891574634838,-0.004368396998870594,0.00036035652328354653
1.0,2515.0,11057.397892510282,11057.402448362212,-0.004645907854410325,0.0003670707187934652
1.0,2516.0,11058.908685411585,11058.91332208959,-0.004725534469343984,0.000369148735328054
1.0,2517.0,11060.420128542284,11060.424195816964,-0.004161577250670234,0.00035753011577398556
1.0,2518.0,11061.930918721779,11061.935069544339,-0.004250496692748129,0.000361943755349667
